Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],2000 [YR2000],2010 [YR2010]
"Gambia, The",GMB,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Georgia,GEO,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Georgia,GEO,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Georgia,GEO,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Georgia,GEO,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Georgia,GEO,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Georgia,GEO,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Germany,DEU,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,6.16,5.58,5.29,4.97,4.83
Germany,DEU,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.8,1.27,2.9,4.53,6.84
Germany,DEU,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.09,0.18,0.41,0.56,0.69
Germany,DEU,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.93,3.29,4.16,4.13,7.75
Germany,DEU,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,4.5,5.2,5.08,5.12,1.8
Germany,DEU,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,0
Ghana,GHA,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.03,2.78,3.34,3.71,4.05
Ghana,GHA,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.02,1.71,2.24,2.62,2.87
Ghana,GHA,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.03,0.07,0.1,0.08
Ghana,GHA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.18,8.15,6.84,6.53,8.11
Ghana,GHA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,63.96,50.96,41.47,35.05,30.41
Ghana,GHA,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,77.7,..,..,..,35.33016
Greece,GRC,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.6,5.04,5.27,5.26,5.75
Greece,GRC,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.75,1.77,2.84,3.11,3.61
Greece,GRC,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.17,0.29,0.47,0.52,0.95
Greece,GRC,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.84,8.71,11.52,9.48,9.25
Greece,GRC,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,13.37,9.57,7.37,10.93,2.51
Greece,GRC,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,2.78758
Greenland,GRL,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Greenland,GRL,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Greenland,GRL,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Greenland,GRL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Greenland,GRL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Greenland,GRL,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Grenada,GRD,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Grenada,GRD,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Grenada,GRD,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Grenada,GRD,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Grenada,GRD,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Grenada,GRD,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,2.8659,..,..,..,..
Guam,GUM,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Guam,GUM,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Guam,GUM,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Guam,GUM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Guam,GUM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Guam,GUM,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,3.09613,1.51544,..,..,..
Guatemala,GTM,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.43,2.26,2.73,3.05,3.62
Guatemala,GTM,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.26,0.53,0.72,0.95,0.95
Guatemala,GTM,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.03,0.07,0.08,0.09,0
Guatemala,GTM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.39,3.74,4.22,4.63,5.81
Guatemala,GTM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,65.66,47.7,39.34,33.6,23.4
Guatemala,GTM,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Guinea,GIN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Guinea,GIN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Guinea,GIN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Guinea,GIN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Guinea,GIN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Guinea,GIN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,84.12989
Guinea-Bissau,GNB,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Guinea-Bissau,GNB,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Guinea-Bissau,GNB,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Guinea-Bissau,GNB,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Guinea-Bissau,GNB,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Guinea-Bissau,GNB,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Guyana,GUY,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.59,4.82,4.91,5.09,5.27
Guyana,GUY,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.05,1.62,2.14,3.04,3.5
Guyana,GUY,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.02,0.05,0.04,0,0.01
Guyana,GUY,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.05,7.56,7.16,8.87,8.55
Guyana,GUY,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,8.39,5.61,6.15,6.3,4.79
Guyana,GUY,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,12.23072,8.08032,..,..,..
Haiti,HTI,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.88,1.39,2.38,2.81,3.25
Haiti,HTI,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.28,0.58,1.02,1.49,1.83
Haiti,HTI,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.02,0.02,0.03,0.03
Haiti,HTI,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,1.77,3.1,4.67,4.71,4.94
Haiti,HTI,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,78.5,67.44,43.83,36.04,25.74
Haiti,HTI,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Honduras,HND,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2,2.9,3.75,4.25,4.49
Honduras,HND,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.31,0.65,1.04,1.27,1.59
Honduras,HND,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.02,0.07,0.1,0.14,0.11
Honduras,HND,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.31,4.66,5.79,6.65,7.36
Honduras,HND,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,48.08,33.63,20.97,15.24,13.58
Honduras,HND,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.05,4.67,5.06,4.8,5.61
"Hong Kong SAR, China",HKG,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,2.17,3.09,3.96,4.03,5.1
"Hong Kong SAR, China",HKG,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.08,0.2,0.37,0.47,0.67
"Hong Kong SAR, China",HKG,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.96,11.08,12.42,11.32,12.62
"Hong Kong SAR, China",HKG,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,24.08,16.22,12.59,18.3,5.38
"Hong Kong SAR, China",HKG,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,6.2839
Hungary,HUN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,7.31,7.59,7.08,7.92,7.69
Hungary,HUN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.6,1.15,1.38,2.88,3.51
Hungary,HUN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.18,0.27,0.33,0.41,0.65
Hungary,HUN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.56,9.51,8.4,10.32,8.29
Hungary,HUN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,2.02,1.12,1.18,0.68,0.29
Hungary,HUN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,2.35534,1.22365,1.30098,..,..
Iceland,ISL,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,5.33,5.46,5.56,5.66,5.82
Iceland,ISL,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.52,2.16,2.83,3.43,4.27
Iceland,ISL,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.15,0.26,0.38,0.58,0.96
Iceland,ISL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,7.55,7.88,8.43,8.47,10.8
Iceland,ISL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,0.81,1.21,1.34,1.3,1.56
Iceland,ISL,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
India,IND,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.33,1.55,2.29,2.73,3.3
India,IND,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.24,0.72,1.03,2.08,2.67
India,IND,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.03,0.07,0.12,0.22,0.27
India,IND,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,2.52,3.37,4.68,6.83,8.02
India,IND,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,66.24,66.3,51.62,43.98,33.16
India,IND,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Indonesia,IDN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.51,3.05,2.97,4.05,5.1
Indonesia,IDN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.32,0.56,1.16,1.03,2.3
Indonesia,IDN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.02,0.06,0.07,0.2
Indonesia,IDN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.24,4.8,6.02,5.51,8.24
Indonesia,IDN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,45.36,31.91,43.57,22.61,7.5
Indonesia,IDN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,41.09239,54.51738,..,..
"Iran, Islamic Rep.",IRN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.37,2.28,3.13,3.97,4.32
"Iran, Islamic Rep.",IRN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.61,1.21,1.9,2.96,3.88
"Iran, Islamic Rep.",IRN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.05,0.09,0.19,0.38,0.68
"Iran, Islamic Rep.",IRN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.73,6.19,6.95,8.84,10.75
"Iran, Islamic Rep.",IRN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,74.6,58.15,39.05,21.28,14.18
"Iran, Islamic Rep.",IRN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Iraq,IRQ,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,0.99,1.79,2.97,3.77,4.23
Iraq,IRQ,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.37,0.82,1.4,1.82,2.43
Iraq,IRQ,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.07,0.13,0.22,0.31,0.5
Iraq,IRQ,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.09,4.8,6.86,6.99,8.26
Iraq,IRQ,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,80.46,66.34,45.05,30.91,24.72
Iraq,IRQ,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Ireland,IRL,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,5.47,6.17,6.36,6.21,6.65
Ireland,IRL,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,2.03,2.79,3.23,3.65,4.04
Ireland,IRL,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.16,0.3,0.52,0.8,1.34
Ireland,IRL,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,9.44,10.87,9.8,8.56,10.59
Ireland,IRL,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,3.89,2.42,2.22,5.15,0.73
Ireland,IRL,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Israel,ISR,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,5.06,5.44,5.63,6.14,6.38
Israel,ISR,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,3.21,4.21,4.4,4.18,4.84
Israel,ISR,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.39,0.62,0.8,1.02,1.11
Israel,ISR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.58,10.15,8.11,8.5,9.75
Israel,ISR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,12.79,7.37,4.69,3.77,2.54
Israel,ISR,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,3.03343
Italy,ITA,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.22,4.45,4.51,4.62,4.69
Italy,ITA,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.34,2.15,3,3.9,4.58
Italy,ITA,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.07,0.1,0.19,0.27,0.36
Italy,ITA,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.95,7.96,7.81,8.85,8.66
Italy,ITA,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,5.94,6.41,8.28,7,5.61
Italy,ITA,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,6.30013
Jamaica,JAM,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.28,4.77,5.02,5.32,5.47
Jamaica,JAM,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.55,1.26,2.03,3.43,3.93
Jamaica,JAM,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.03,0.04,0.1,0.39,0.46
Jamaica,JAM,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.03,7.12,8.45,9.95,8.95
Jamaica,JAM,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,4.04,2.61,4.21,5.88,5.71
Jamaica,JAM,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,5.11866,..,..,..,..
Japan,JPN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,5.51,5.67,5.75,5.86,5.91
Japan,JPN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,2.1,3.02,3.39,4.22,4.69
Japan,JPN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.22,0.42,0.68,0.86,0.99
Japan,JPN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,9.87,10.3,11,11.11,10.95
Japan,JPN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,0.71,0.31,0.24,0.17,0.13
Japan,JPN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,0.92961,0.39926,0.24477,..,0.1207
Jordan,JOR,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.36,2.97,3.93,4.76,5.48
Jordan,JOR,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.01,1.41,2.43,3.3,3.77
Jordan,JOR,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.09,0.17,0.25,0.3,0.34
Jordan,JOR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,6.04,7.01,8.09,9.02,9.87
Jordan,JOR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,55.85,47.9,31.8,18.73,6.98
Jordan,JOR,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,10.11627
Kazakhstan,KAZ,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,2.63,3.15,3.49,3.89,3.97
Kazakhstan,KAZ,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,2.07,3.41,4.32,6.2,6.61
Kazakhstan,KAZ,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.22,0.29,0.32,0.46,0.75
Kazakhstan,KAZ,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.46,5.97,6.45,10.27,10.2
Kazakhstan,KAZ,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,20.26,11.57,5.65,1.25,0.05
Kazakhstan,KAZ,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Kenya,KEN,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.93,2.83,3.85,4.35,4.47
Kenya,KEN,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.23,0.54,0.85,1.2,1.47
Kenya,KEN,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.01,0.04,0.08,0.13,0.2
Kenya,KEN,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.42,4.81,6.01,5.5,4.48
Kenya,KEN,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,64.5,46,29.81,23.27,19.68
Kenya,KEN,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,26.01505
Kiribati,KIR,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,..,..,..,..,..
Kiribati,KIR,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,..,..,..,..,..
Kiribati,KIR,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,..,..,..,..,..
Kiribati,KIR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,..,..,..,..,..
Kiribati,KIR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,..,..,..,..,..
Kiribati,KIR,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
"Korea, Rep.",KOR,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,4.49,5.19,5.49,5.62,5.77
"Korea, Rep.",KOR,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.51,2.66,3.82,4.45,4.85
"Korea, Rep.",KOR,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.18,0.28,0.53,0.99,1.43
"Korea, Rep.",KOR,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,8.37,10.32,11.51,12.05,12.46
"Korea, Rep.",KOR,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,24.31,13.07,8.05,5.93,3.44
"Korea, Rep.",KOR,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,34.31272,19.71619,11,7.44984,4.71694
Kuwait,KWT,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.73,1.85,2.24,2.64,3.07
Kuwait,KWT,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.43,2.53,3.34,3.17,3.04
Kuwait,KWT,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.11,0.23,0.34,0.29,0.23
Kuwait,KWT,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.23,5.24,7.49,6.36,5.67
Kuwait,KWT,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,44.84,50.66,40.84,23.2,6.09
Kuwait,KWT,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,50.4,57.96513,..,..,..
Kyrgyz Republic,KGZ,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.11,3.47,3.71,3.87,3.95
Kyrgyz Republic,KGZ,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,2.31,3.65,4.52,5.15,6.26
Kyrgyz Republic,KGZ,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.25,0.32,0.37,0.38,0.5
Kyrgyz Republic,KGZ,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,4.66,6.89,7.35,6.52,8.61
Kyrgyz Republic,KGZ,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,13.54,8.14,3.82,1.14,0.76
Kyrgyz Republic,KGZ,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Lao PDR,LAO,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,1.77,2.34,2.77,3.1,3.36
Lao PDR,LAO,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,0.26,0.44,0.71,1.03,1.47
Lao PDR,LAO,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.03,0.07,0.1,0.11,0.19
Lao PDR,LAO,"Barro-Lee: Average years of total schooling, age 15-19, total",BAR.SCHL.1519,3.84,4.27,4.12,4.64,5.48
Lao PDR,LAO,Barro-Lee: Percentage of population age 15+ with no education,BAR.NOED.15UP.ZS,61.15,51.2,43.16,36.28,31.19
Lao PDR,LAO,"UIS: Percentage of population age 25+ with no schooling, both sexes",UIS.EA.NS.AG25T99,..,..,..,..,..
Latvia,LVA,"Barro-Lee: Average years of primary schooling, age 15+, total",BAR.PRM.SCHL.15UP,3.22,3.91,4.77,4.97,5.02
Latvia,LVA,"Barro-Lee: Average years of secondary schooling, age 15+, total",BAR.SEC.SCHL.15UP,1.91,2.46,2.85,3.97,4.98
Latvia,LVA,"Barro-Lee: Average years of tertiary schooling, age 15+, total",BAR.TER.SCHL.15UP,0.26,0.33,0.37,0.4,0.65
